chapterdeath,44fcde95-addd-4fcb-a443-3de3dfdab12f
chewbaccayarro,42d42ab7-2af9-4d54-bf22-e40e567522b6
cjak40,d105371a-3575-4a48-96b8-ce72fd932815
cmdr_shadow,81f29489-22aa-4c61-bcf7-ea36c55ffb84
cody_mac,51ec6d96-d755-421e-be50-9b16c57a4bdd
commodore,ef23a513-7366-3fb3-981b-1f9c1cb966bb
concepteagle,777e939a-9766-4152-8816-e97322d0fa53
corruptinator,2ad7e841-acb0-499d-9711-25172cbfb9ac
cptnova42,c6735edf-2dcf-4ad7-b235-7b9a04f2b508
crabbyguy27,ddb26eb0-1612-4c2d-995c-df6ffd5c01f7
creeperceo,71cf0362-37b7-4122-ae17-4c6e5f6a9b3d
creepinpineapple,314b986a-b0fc-4fbe-ba88-63ae73193e65
crushkidclyde,ca44420f-698b-4931-8c61-e2f5b11747d7
cughtagh,f1c773fa-a544-480b-bee3-49d7bca3db3e
da_big_nuke,f8b9b676-d220-4b40-960d-ba97ac7a42e9
danielcbailey,8c712a35-40b5-448a-a906-d138a5fba930
dante1120,9c643c37-3c06-4e0f-a3a7-f993a181fbaa
darkdestroyer720,f50868bc-69c4-4231-9621-ba170b0b8561
darkmonkeyz,36963fa0-49d7-4301-a06a-27f39533fb78
darkpredator666,d34b7792-dbf3-4b97-a1c0-09f339935d22
darkuranium,a8888df8-e18e-48aa-aa82-1765a9b12df5
davidesp2,acdbe29c-0dcb-4157-99a4-75cb449cc27e
deaddogsforlunch,bfd50124-112c-40dd-be35-bb8d0f56bed5
demphi,a28cd541-e199-409f-ab7f-5281eafd848f
derangedarsonist,37bf6e26-fb59-4f97-bd29-cd947d56df8d
devawn,1293e8d0-c83f-4569-999e-3af15ed314c2
diamondrubix,b26fead5-ac95-4982-925b-8183b37af23c
djparty91,0067789f-cd9c-4abd-b551-8f1bca683e96
dkfiskduncan,f7a75cd7-4346-44f4-9c68-0690e2cdb4b2
doctoreckener,f48633d4-027a-4a33-bf0f-d2f1556a1f37
domdoom21,e2a25759-8b9d-4ccf-9444-cf72ff5a7e1c
doomnoob2,b502325e-bbf9-46b6-9197-794ea872ffde
dracian88,74ea18c6-b631-47b7-b88a-caf40fc1179d
dragothepaladin,54214554-409a-44b0-bba6-545f3117baff
dstump09,9ca92b01-0e14-4f20-819c-ace1ddbf3c90
dungeoneer321,55a6391e-2f91-4bd3-b932-058f4e2808d5
dustain,3edb5103-c796-4d67-9163-615d8d439e13
e4th,b24f9d2e-2bc2-48b4-b260-aa60363d3e88
elchicodenica,e716a378-2710-4211-867d-5f4fc0ef3473
emirhancicekli,2c2f225d-35b8-46cc-8e53-bd250c4a79c4
endempire,761eccb6-45ad-4046-b364-ca8e07e5ede4
enderknight205,0d65cf9f-3476-4b6f-a149-c82fdd6f5663
epicdnater10,8593defc-e2a2-4db4-981e-d9c7708b2fa1
essendor,137c546c-3b49-4a6c-bfee-f6774889b6f4
exswordion,36aee386-94d6-4651-a672-f3b2053ffff1
eycopercly,270f1262-e526-4fe2-bc47-1ffeff38e9d8
faction_0db898de_0904_4c15_bfcd_0df5ebf5b431,9f53468f-6531-350f-995f-5bed3824c3f0
faction_0ddccffb_d96b_49b3_aa06_cc2a89ffbd7c,24cceba5-3094-3569-b23b-82fd920748df
faction_0fcce840_9050_4c71_a86e_c31ca8a93beb,572932f4-e9ca-3422-8d56-c1d4d1af7e97
faction_19aa6663_265c_4dd1_b44c_ef4c48b5da9b,d850fd0d-e074-39ea-a846-1d26402d9fdd
faction_2d9566b8_3335_4e26_a58d_fdcdf0af474d,5112b2b6-cdee-3634-b12a-886fe4231cb1
faction_854473c9_b796_4c69_9669_ef318e520b0b,54532702-4f89-3975-903f-9929a476a32f
faction_acd0be25_2b68_48fd_9da2_6e01b4738045,15606ece-088b-3da3-afd6-84b140ad27fc
faction_b879f5a6_d4cc_4352_895e_c87000b32e92,175c65a8-88ff-3f55-a5be-5365eb311fe3
faction_bec82f64_5564_46a6_b168_3db00f9df319,7bff0f6b-29f2-3475-b304-6bf930cf8337
faction_d75ec8ed_3ffb_497b_b4bb_516e6dd68fb4,1f232b8c-bda4-3abf-ae64-ca9d9368bd4c
faction_e02831e2_24c1_4b23_bf32_3535f6b17185,5a85c9cb-4d27-350d-b24b-bb9ad3d12610
faction_e702733b_2403_4462_8e28_532004c72cd1,9273da52-48fc-3a74-b992-e1049b07aa5f
faction_none,b72ed491-5413-3d1e-bf88-bc59e8cdf984
faction_safezone,df290318-9c3f-32c6-9a3d-8db0f7513fe6
faction_warzone,d718f377-082e-3f3c-baf6-7fba6a29b7af
felicaz,7931052a-7f90-46a8-a499-1f6e62d3ad88
finn_myth,b007839e-06ca-4573-8bb2-0252f13d5cd4
firecore_,ebec2f99-5818-4260-9c59-f364ddd64613
firethehippo,7b778499-2de8-408c-b70d-47f74fe5bef2
fjt123456,b1e03b4f-c612-4a2c-9c9b-d15bbe1527b5
flameflower0628,cb1a8569-2c06-477f-bef1-6dd3b7f8f268
flummie2000,3e6a5f19-bb37-4f9a-94e0-7ccd67ef1d61
formalfiend,e7dd1678-c7fd-456b-a1fb-a4523d87fa97
frostlax,150b53ec-e2c3-4194-b1ab-926141f4a478
frostpanther,8092afba-daf0-4162-9d8a-02e7bd8c8e19
gameinghulk1,acabaaf6-f8fc-4275-844c-6bfc2e9f25d6
ghostlyghast13,167648f2-f524-4e0a-a1dc-bb5b64c8ac12
giboy2005,c5c745b2-2c8a-4708-8f4f-050ee8cf4948
giobkboy,9158f575-ec32-4f71-8028-3ca2fbaecb02
gladrian,506d54eb-45f4-4201-84ee-7e909d8777cb
goldengineer,9ebb7411-47f2-47be-854f-83a52bff8756
goodroach,2cc34279-1a00-41cf-833f-84a959db1124
hal_8009,f365c44b-3b06-483d-b825-126ca66c4ae6
happygamer1999,0bef54b2-4018-477e-8847-65b355581601
haslam,32afeb77-d3f0-4695-8799-55fcb16c7496
immortalheart,5ffa053a-a38e-472d-8f7a-41ffd63f5861
imperialtrooper,e1d4a2f0-e43a-3c41-9d7f-4809a7085dd8
invisibleman_01,03271f59-8144-4dec-a666-0d10de80fb96
its_marc,3ea236d3-5967-4fca-9abc-2130a852b740
jack_castle,4eaad9cf-b3ad-4cfa-90a8-2a1be8407f6a
jacoblinks,5434d6ba-8b8b-45c4-b206-2a5366826c70
james99988877,dafe87a1-dd0d-4287-a08e-e65a3565b93b
jameskerr524,8f40624e-274a-43b0-afb0-b5cc2552cee4
jaredhiggins,e7567653-af3d-45a9-bbce-dbcdb0babdda
jaxhenry,2277a70f-f30c-4a3c-9088-6906a0b53e42
jaybeanstalk,256d0f75-ff37-449e-b9d8-78910d9a7ebc
jdirks123,37febbcd-b53d-47e2-8122-f000f51a6200
jdogx12,460ae069-68b9-45f8-bdd8-6788684ebd0a
jean_milan,00aa0aa7-aca5-4643-9308-fb2cccef1d83
jmashr,54f0691e-5e66-4302-8ade-f67cbf652c51
jodelo10,4f9af795-f0ef-4a09-829a-343a885eac6c
joebobleebob,01811f7c-4d30-4a66-b0ac-3dc17c8f760a
jonatanarvid,97dbf9b5-50ce-4c7e-98bd-7413811f851b
jsbtrooper,45cdeb91-e035-43cd-80c8-4351da531ea8
justjason,0a4a1a78-9ae7-4039-a8b1-2f95b263e5f5
kaldron,be4cc818-27ac-4bbe-a51f-99d3d50e0bef
keough99,4106c722-cdaf-4d72-bf50-771cb8048031
kirby532010,e52664a8-7132-43f9-a18c-51bea82b4739
kjhgrcade,1723f3c5-2fe7-43fe-ae7d-934564233fa1
knownunown,6357533f-0aa3-437f-bf2b-30847d6c8259
koko_cockatiel,4e8ef81a-65ed-4210-816c-9ca4a0415f1f
kurtrocks112,10e7185c-717e-4d12-8c2b-586385139359
legoboy003,7cb3ff1e-11b9-498f-a485-6f36daa7915f
legofreak202,b7245e9e-38c7-4dcd-9dc2-1fba86be13fd
legomax101,a2a1c787-caca-4c34-9ab3-1a63c40c13ec
lekingmoonya,78a5ffa6-5147-4027-a925-8956ec7aca4a
lilllamas,e0b521f1-80f0-46c4-8540-8917631bcd88
lino2014,288c262d-c536-4a1c-850c-4f243157e7a5
logs45,10854ba3-325a-4c58-ae24-283fb9ac520c
lolminer333,8be610ff-a79b-4312-a9b3-2e225ae10d28
lord_russ,10d0e1a1-5f49-42d5-b3c6-b6887d71f094
lordlati,e595f695-c577-4fd5-a94b-df548908a363
lordmightybob,1b10fccb-1f76-4769-9901-da70609060dc
mack101dog,bbceee35-71d9-4082-b01c-324c55182883
mad_eye_marc,1a7f667e-57cb-4ed9-8bdc-aba5d1a1f8fc
makerofchaos12,345df9ff-2272-431f-9d68-07af6e0a7475
malcavich,774e6e91-449f-4ad6-84be-7f9f0c62c154
mango433,e009f2ba-2596-4738-b912-06c75d479cf9
masonbieter,792c4db2-6c41-4f2c-8ccd-78f633313c98
matt_desu,d8d78a7f-8797-4bc6-bed2-d4756fe02730
mattallamune72,5396a90b-414b-40fb-8c4d-4510a3479696
mega_mystic,f46f538c-3c5b-48fc-8b22-c63b79204d85
michty,65ca147a-a61a-47dd-8b49-96c9883f8eb1
mincas,272fe761-771f-4446-b412-1747eb2d8388
minete_,57414949-a9ff-4bf0-a003-165f207a9bba
ming1000,10a4a370-3bf4-4660-a538-21195fe926b8
mirmulnir_,b2304bdc-53f0-4c19-8461-40e98051ca45
moneyboy1012,1d8871a7-2af8-46ef-accb-07e7f29abd2e
monkeyboy109,ae65ba29-1f0d-4c66-9475-970cf7b33d04
monkeyduster,dc68d1a8-3eed-4b98-8503-adf15863bce3
monoman54,d2f888c9-5367-4c4d-9a42-a2ba386b2863
mr_zilla,5a7e89ec-a807-4c1b-accc-5ed938307098
mrbananathe3rd,7e303d76-d4a4-448a-978c-5f90944ad5ee
murderer10101,e966890c-d03e-4583-be67-9fe3e834deaa
mysticelement,b5c8f0ef-590e-42a3-9f1f-437096f1e11a
nau_tackt,b9a3350f-9b4c-4ba2-b666-361d3534def9
nbctoday,d9d4a974-d983-4385-a4a0-621b6585ae9e
nightseeker43,3c806354-4f83-44c3-a1bb-2ad91a8142f9
noboundaries98,a6453fde-853a-4516-982f-05f7543266a2
nrv5000,b63fcc2d-855b-4976-b204-2f5557a9a8aa
oreosfriend,613009f2-afea-4663-a424-edfd18016487
oscarvdg,ecd2bb03-cd5b-4f8e-a71a-54bc268b2e98
peacock205,737d8871-92b4-4696-843d-8eb1f4460e34
pocketkid2,c63e8aaf-765f-468d-854d-4a6461fedc0b
precious26,cd0562f5-b483-489f-9a9f-242635efe9bc
proatus,7c4ef74e-b8e2-4b5c-8b99-7cc4230868bf
qpureevilp,aec78f37-f3f9-4857-b40c-e630b2d675f0
raiden2003,c89947aa-03a0-4d77-abff-c3830193ebd7
raiderhaterssuck,d7a33984-ceb9-44a0-b37b-d69bf15220a0
rastaboy321,43006370-5d48-425d-9dbc-2725d1e22eaa
redarrow101_a5,c90c6322-cff0-4da5-82e9-830de89084dd
rednxt,6c27ccd3-1b5e-416a-a9f9-c4bf63a9804e
redstone648,c6cca1f3-dd66-46e1-a229-36418fb7aad1
regionesto,db43c6a3-94f9-4302-ad4f-7bd3e323db91
revelations220,2d39b948-bbb8-4dab-9b6b-75e650d34b83
rj7111,c83edd55-f29d-470f-afd9-888ac3c7fbe1
roawwwrrr,d1e5ed8b-69ef-405a-ab82-6a75bf6e0740
robber_theking,4781a032-67ec-4020-8632-b4ce2c3dedd9
rock188,0ef22348-757e-4a1a-8f26-db493e3a3dec
rock91,94cba85b-92ee-4868-a667-d3cdc7f2aa80
rocrafter202,1b5579f8-91a1-4093-aaca-4df91c1b2824
roe56,5b80e415-fe7e-4c10-9954-9fecf49681eb
rogueviper,e4447434-c63d-45ee-9fbd-8f4ac8fc9628
roscoe929,ed42569d-509d-47eb-9327-c8175f197ae9
royfalconner,2010651b-4f0e-40df-82d4-922a2b49b9ee
samcavan,62afd44d-b04d-41fd-88d7-29a8c672fe4a
samtheman56,9ae846f6-97e4-4227-8581-38e771ccf1f3
samunderminer,0f356dd4-5d9c-4038-a961-06fc73da57bf
sau_tackt,8eab1a94-eeee-4c5e-9c17-26de6b37e292
sawkfire,be622d27-cadf-4dfb-b978-ce506cb9dd8e
sebi0226,81785409-2991-44b4-b952-dd927ec41949
serpental,d0b52b68-31b6-433e-86d1-873dd3c4ccd5
shubh007,a835d633-9ec3-4f1f-b829-d3ea2af95cdf
shuttle099,a5f97747-e5e7-4974-a3b8-8e8d2ce938c6
silverknight999,e8131ef1-b91c-4cda-81ef-1995c601bb81
sintendo1,d9c53ff2-052d-4969-b91e-75f652565703
sippio1,d60b4a74-d0de-4eb4-9e41-14221b4a4d5a
skynoob28,9d87739d-824c-41a3-b841-883aada647fd
skyrafa12,332b0537-8afa-4435-bc4d-8884b08fcee4
smalltash,3f0a2f72-ab89-4e3a-a03a-ace6681dbac4
smartflyngwarior,d4430fe0-6775-4af1-bbac-6fa938e3e21f
snowleopard1863,aaacfb27-54c6-4634-a768-d44f54208237
soldier10895,40dc4f45-b9fd-4c09-bbf1-8bb52da757e2
spedius,857bb6a0-c240-477c-9c43-36721b7d2ea0
springtrap19,87544f68-c5bb-4985-8cfb-60a9b2c5c38b
spystar99,9c738ccf-91c2-417d-b932-e4fdcd77324c
squinkler,20e2d030-efa7-4a09-85be-d2f5735a27d9
stackablegold,87d58d4a-1ad9-4d32-ba2c-32bc902dfd7c
starstruck99_mc,eaf31efc-4f58-4185-b597-4166c952021c
starsword7,dcc79830-c260-490c-a795-fb7717effdb9
streamer12,d619668a-c241-4477-903c-04b04ab3a596
striker0822,ce77f6a5-7f68-4dce-80ce-847e32ff49ef
studiogangster,41d8fac4-5837-4b79-bda5-db3a7e799515
sumwuhn,a17b358c-69f1-4489-b020-73e25418b4f2
sunsetranger,d842e30f-cf7c-438b-919b-b569937c710e
super_piggy000,da4c5d08-8f5e-491c-bd85-4a456046dee9
super_reshiram,359291af-02f5-4a46-b0ac-f616ed8092be
supershadow95,5cf7faac-fdbf-4fac-b9e6-6a1970b2a57d
supreme_kirby,96df17dd-eb7b-479f-a2da-088b09ad27c6
swordkirby0258,5995029a-6d35-4b15-b0d7-bc06d2abda02
systematicataxia,a14001dc-13f9-4374-8d5a-b96b0048bd3c
thatpolishkid99,4c622cfc-8b50-4f89-a445-dfd4c9c45f3b
the_destroyer99,687ea23a-1cee-483d-900f-4020b1dc9459
thedigitaldev,b39d9a2d-1804-43fa-bff1-2c350141670a
theeaglekid,8d687d0e-db4d-4af7-b942-df4ad654a7dc
theendersorcerer,42cef715-75e0-4a76-a0b6-e414edcc4d5d
thegamingblock_y,7f62f2cb-03e9-4a70-ada2-ae620b3e78c2
thejavadev,f8ad2f94-139f-40fa-8018-9a40bc6dabfd
themindstorm,045119be-3d7b-4f5a-9385-1b9655e7b342
theradioisbroken,9f9d7838-f84e-4bea-a962-2005060f5a21
thetomiman,94fb973b-aedc-48f3-a986-5bd556639201
thom_pranxer,a9dc504a-ca0a-408a-bca1-81f99d338c09
thomdare,7d971237-6df8-4f0a-adb5-3a8f352cb9f3
tiamatdragon,ce9b9dd0-49c4-4d4e-9b42-29766e7d2c7f
torgy,25b26a23-2d54-45bf-aa74-c74e1d3ee591
trainzboy123,aecef2fb-e0eb-4989-8199-9318ad3f7a90
trentons,4bda90cc-5a76-4411-82a1-2ebab9823ed2
trevman101,df35b529-c1b8-48e7-9929-ae70e51a1189
trident48,9fb3fc45-9c8f-4517-963f-d6646d53eaf5
tsk92,f0a18d4d-7e1e-4c61-8755-51fbde25d3ef
tyler_darkcaster,5e0a7fde-62bf-4107-a1ee-9b623e41ede6
tylers1066,d369cafb-1ed9-4b33-98a8-bcc61257657d
typical_prole,26a539c6-14f9-4af4-bf94-44968956ca03
uytrewp,6f815880-b5a2-4d3f-bdc4-ced877614489
venommr,81aef6f9-844b-42fc-ab2b-ee9fbe60e70e
vergano,f9f711dc-231d-4bf6-aed0-e48fc1da0205
videominion1,f6d5a0d9-79bf-462a-b92f-54d4f58286b3
videominion2,abb489eb-2e15-43a0-bed6-9b10307d7ea4
videominion3,f36e8afb-f77e-4bf5-9dfd-ef2ea08dc773
vokunwraith,a9bacb89-d63f-470c-a229-30a5b78cdf15
voldermort567,bf7fcd98-d11d-403a-8ebf-87f5ace179a0
wallace104,204fdcd5-b378-439c-a5d3-05330071fa75
watusi123,a561ea25-8a43-4b53-be78-50f80426a741
whitewolfdoge,de953db8-371e-4a2e-8d29-c39622c69058
wiibob,60b52359-2309-4853-b952-fd5096dd69e1
williston123,d7505252-94a8-4fad-9762-365c1bfd4000
wills0_0,c1043f03-4d9e-47f7-be4c-4571503d9349
wishyouwereme,05713c59-06b9-4036-adc4-e0005b590794
xexekeli,22f668dc-7567-4a03-baae-1b8e44c7bea4
xxblueflames,29043756-e2a5-4d6a-bc81-e82445cf3371
xxmoros_fatumxx,8d447bca-6d6a-4bce-b655-a44d0cd869c9
yobob591,3ee40503-ea35-4373-b3dd-bf9085ecf818
yuri141,d6a071b6-2062-4676-a115-699048e624ef
zuko90901,fc83d40b-b7a5-467e-99ca-5e52b1b25de2
zzapboy,5713a8b9-92c5-4d8f-b736-2b88b2b3d8f8
